,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Score,Footnote,Measure Start Date,Measure End Date
20081,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20087,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.528,,4/1/16,3/31/17
20093,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
20099,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
20105,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20111,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20117,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.808,,4/1/16,3/31/17
20123,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,5625951911,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.475,,4/1/16,3/31/17
20129,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.896,,4/1/16,3/31/17
20135,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,1.402,,4/1/16,3/31/17
20141,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,No Different than National Benchmark,1.399,,4/1/16,3/31/17
20147,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20153,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,No Different than National Benchmark,0.457,,4/1/16,3/31/17
20159,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,5104541000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.327,,4/1/16,3/31/17
20165,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,No Different than National Benchmark,0.825,,4/1/16,3/31/17
20171,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0.541,,4/1/16,3/31/17
20177,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20183,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20189,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Better than the National Benchmark,0.183,,4/1/16,3/31/17
20195,50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,9095588000,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Better than the National Benchmark,0.418,,4/1/16,3/31/17
20201,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20207,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
20213,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20219,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20225,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20231,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.613,,4/1/16,3/31/17
20237,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20243,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20249,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20255,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20261,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20267,50780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,7146197700,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0.811,,4/1/16,3/31/17
20273,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20279,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20285,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20291,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20297,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20303,50781,SONOMA WEST MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,SONOMA,7078238511,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/16,3/31/17
20309,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,"3 - Results are based on a shorter time period than required., 13 - Results cannot be calculated for this reporting period.",4/1/16,3/31/17
20315,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,"3 - Results are based on a shorter time period than required., 13 - Results cannot be calculated for this reporting period.",4/1/16,3/31/17
20321,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20327,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20333,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,"3 - Results are based on a shorter time period than required., 13 - Results cannot be calculated for this reporting period.",4/1/16,3/31/17
20339,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,9095967733,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0,3 - Results are based on a shorter time period than required.,4/1/16,3/31/17
20345,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20351,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20357,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20363,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20369,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20375,51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,5308324277,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20381,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,12 - This measure does not apply to this hospital for this reporting period.,4/1/16,3/31/17
20387,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20393,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20399,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20405,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20411,51301,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,CA,93561,KERN,6618223241,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,No Different than National Benchmark,0,,4/1/16,3/31/17
20417,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20423,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20429,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20435,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20441,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20447,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/16,3/31/17
20453,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20459,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20465,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Surgical site infections (SSI) from colon surgery,HAI_3_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20471,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Surgical site infections (SSI) from abdominal hysterectomy,HAI_4_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20477,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Methicillin-resistant Staphylococcus Aureus (MRSA) blood infections,HAI_5_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20483,51303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,7609343311,Clostridium difficile (C.diff.) intestinal infections,HAI_6_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20489,51304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,2099663631,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
20495,51304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,2099663631,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available,13 - Results cannot be calculated for this reporting period.,4/1/16,3/31/17
